graph size, truck no, time factor, best in currant graph found by bruteforce, generations, population, solution by genetic, execution time
10, 4, 1, 116, 8000, 4, 116, 599
10, 4, 1, 116, 8000, 8, 116, 1149
10, 4, 1, 116, 8000, 10, 116, 1437
10, 4, 1, 116, 8000, 12, 116, 1696
10, 4, 1, 116, 8000, 14, 116, 1958
10, 4, 1, 116, 8000, 16, 116, 2210
10, 4, 1, 116, 10000, 2, 116, 316
10, 4, 1, 116, 10000, 4, 116, 597
10, 4, 1, 116, 10000, 8, 116, 1145
10, 4, 1, 116, 10000, 10, 116, 1435
10, 4, 1, 116, 10000, 12, 116, 1696
10, 4, 1, 116, 10000, 14, 116, 1950
10, 4, 1, 116, 10000, 16, 116, 2214
10, 4, 1, 116, 15000, 2, 116, 315
10, 4, 1, 116, 15000, 4, 116, 597
10, 4, 1, 116, 15000, 8, 116, 1148
10, 4, 1, 116, 15000, 10, 116, 1435
10, 4, 1, 116, 15000, 12, 116, 1695
10, 4, 1, 116, 15000, 14, 116, 1961
10, 4, 1, 116, 15000, 16, 116, 2220
10, 4, 1, 116, 20000, 2, 116, 315
10, 4, 1, 116, 20000, 4, 116, 596
10, 4, 1, 116, 20000, 8, 116, 1148
10, 4, 1, 116, 20000, 10, 116, 1436
10, 4, 1, 116, 20000, 12, 116, 1711
10, 4, 1, 116, 20000, 14, 116, 1952
10, 4, 1, 116, 20000, 16, 116, 2205
11, 2, 1, 116, 2000, 2, 120, 2367
11, 2, 1, 116, 2000, 4, 123, 4702
11, 2, 1, 116, 2000, 8, 120, 9255
11, 2, 1, 116, 2000, 10, 120, 11701
11, 2, 1, 116, 2000, 12, 123, 13915
11, 2, 1, 116, 2000, 14, 123, 16162
11, 2, 1, 116, 2000, 16, 120, 18347
11, 2, 1, 116, 4000, 2, 120, 2360
11, 2, 1, 116, 4000, 4, 123, 4697
11, 2, 1, 116, 4000, 8, 120, 9288
11, 2, 1, 116, 4000, 10, 120, 11700
11, 2, 1, 116, 4000, 12, 120, 13904
11, 2, 1, 116, 4000, 14, 120, 16111
11, 2, 1, 116, 4000, 16, 120, 18266
11, 2, 1, 116, 6000, 2, 120, 2365
11, 2, 1, 116, 6000, 4, 120, 4705
11, 2, 1, 116, 6000, 8, 120, 9251
11, 2, 1, 116, 6000, 10, 120, 11689
11, 2, 1, 116, 6000, 12, 123, 13954
11, 2, 1, 116, 6000, 14, 120, 16202
11, 2, 1, 116, 6000, 16, 120, 18324
11, 2, 1, 116, 8000, 2, 120, 2368
11, 2, 1, 116, 8000, 4, 123, 4699
11, 2, 1, 116, 8000, 8, 120, 9277
11, 2, 1, 116, 8000, 10, 120, 11689
11, 2, 1, 116, 8000, 12, 123, 13887
11, 2, 1, 116, 8000, 14, 123, 16069
11, 2, 1, 116, 8000, 16, 120, 18417
11, 2, 1, 116, 10000, 2, 120, 2368
11, 2, 1, 116, 10000, 4, 120, 4703
11, 2, 1, 116, 10000, 8, 123, 9270
11, 2, 1, 116, 10000, 10, 120, 11643
11, 2, 1, 116, 10000, 12, 120, 13904
11, 2, 1, 116, 10000, 14, 123, 16141
11, 2, 1, 116, 10000, 16, 123, 18330
11, 2, 1, 116, 15000, 2, 120, 2357
11, 2, 1, 116, 15000, 4, 123, 4719
11, 2, 1, 116, 15000, 8, 123, 9280
11, 2, 1, 116, 15000, 10, 123, 11662
11, 2, 1, 116, 15000, 12, 123, 13856
11, 2, 1, 116, 15000, 14, 120, 16154
11, 2, 1, 116, 15000, 16, 120, 18426
11, 2, 1, 116, 20000, 2, 123, 2354
11, 2, 1, 116, 20000, 4, 123, 4679
11, 2, 1, 116, 20000, 8, 123, 9299
11, 2, 1, 116, 20000, 10, 123, 11613
11, 2, 1, 116, 20000, 12, 120, 13983
11, 2, 1, 116, 20000, 14, 120, 16192
11, 2, 1, 116, 20000, 16, 120, 18377
11, 3, 1, 116, 2000, 2, 116, 371
11, 3, 1, 116, 2000, 4, 116, 715
11, 3, 1, 116, 2000, 8, 116, 1382
11, 3, 1, 116, 2000, 10, 116, 1734
11, 3, 1, 116, 2000, 12, 116, 2064
11, 3, 1, 116, 2000, 14, 116, 2383
11, 3, 1, 116, 2000, 16, 116, 2695
11, 3, 1, 116, 4000, 2, 116, 372
11, 3, 1, 116, 4000, 4, 116, 718
11, 3, 1, 116, 4000, 8, 116, 1386
11, 3, 1, 116, 4000, 10, 116, 1758
11, 3, 1, 116, 4000, 12, 116, 2086
11, 3, 1, 116, 4000, 14, 116, 2372
11, 3, 1, 116, 4000, 16, 116, 2712
11, 3, 1, 116, 6000, 2, 116, 374
11, 3, 1, 116, 6000, 4, 116, 720
11, 3, 1, 116, 6000, 8, 116, 1388
11, 3, 1, 116, 6000, 10, 116, 1754
11, 3, 1, 116, 6000, 12, 116, 2080
11, 3, 1, 116, 6000, 14, 116, 2387
11, 3, 1, 116, 6000, 16, 116, 2721
11, 3, 1, 116, 8000, 2, 116, 372
11, 3, 1, 116, 8000, 4, 116, 724
11, 3, 1, 116, 8000, 8, 116, 1381
11, 3, 1, 116, 8000, 10, 116, 1760
11, 3, 1, 116, 8000, 12, 116, 2050
11, 3, 1, 116, 8000, 14, 116, 2396
11, 3, 1, 116, 8000, 16, 116, 2693
11, 3, 1, 116, 10000, 2, 116, 369
11, 3, 1, 116, 10000, 4, 116, 713
11, 3, 1, 116, 10000, 8, 116, 1382
11, 3, 1, 116, 10000, 10, 116, 1754
11, 3, 1, 116, 10000, 12, 116, 2080
11, 3, 1, 116, 10000, 14, 116, 2382
11, 3, 1, 116, 10000, 16, 116, 2678
11, 3, 1, 116, 15000, 2, 116, 370
11, 3, 1, 116, 15000, 4, 116, 716
11, 3, 1, 116, 15000, 8, 116, 1392
11, 3, 1, 116, 15000, 10, 116, 1729
11, 3, 1, 116, 15000, 12, 116, 2079
11, 3, 1, 116, 15000, 14, 116, 2392
11, 3, 1, 116, 15000, 16, 116, 2719
11, 3, 1, 116, 20000, 2, 116, 372
11, 3, 1, 116, 20000, 4, 116, 719
11, 3, 1, 116, 20000, 8, 116, 1397
11, 3, 1, 116, 20000, 10, 116, 1743
11, 3, 1, 116, 20000, 12, 116, 2055
11, 3, 1, 116, 20000, 14, 116, 2433
11, 3, 1, 116, 20000, 16, 116, 2702`
11, 4, 1, 116, 2000, 2, 116, 334
11, 4, 1, 116, 2000, 4, 116, 628
11, 4, 1, 116, 2000, 8, 116, 1177
11, 4, 1, 116, 2000, 10, 116, 1531
11, 4, 1, 116, 2000, 12, 116, 1786
11, 4, 1, 116, 2000, 14, 116, 2060
11, 4, 1, 116, 2000, 16, 116, 2298
11, 4, 1, 116, 4000, 2, 116, 326
11, 4, 1, 116, 4000, 4, 116, 613
11, 4, 1, 116, 4000, 8, 116, 1184
11, 4, 1, 116, 4000, 10, 116, 1484
11, 4, 1, 116, 4000, 12, 116, 1742
11, 4, 1, 116, 4000, 14, 116, 2027
11, 4, 1, 116, 4000, 16, 116, 2298
11, 4, 1, 116, 6000, 2, 116, 321
11, 4, 1, 116, 6000, 4, 116, 619
11, 4, 1, 116, 6000, 8, 116, 1188
11, 4, 1, 116, 6000, 10, 116, 1498
11, 4, 1, 116, 6000, 12, 116, 1776
11, 4, 1, 116, 6000, 14, 116, 2012
11, 4, 1, 116, 6000, 16, 116, 2294
11, 4, 1, 116, 8000, 2, 116, 327
11, 4, 1, 116, 8000, 4, 116, 612
11, 4, 1, 116, 8000, 8, 116, 1182
11, 4, 1, 116, 8000, 10, 116, 1528
11, 4, 1, 116, 8000, 12, 116, 1804
11, 4, 1, 116, 8000, 14, 116, 2074
11, 4, 1, 116, 8000, 16, 116, 2285
11, 4, 1, 116, 10000, 2, 116, 323
11, 4, 1, 116, 10000, 4, 116, 613
11, 4, 1, 116, 10000, 8, 116, 1180
11, 4, 1, 116, 10000, 10, 116, 1484
11, 4, 1, 116, 10000, 12, 116, 1755
11, 4, 1, 116, 10000, 14, 116, 2012
11, 4, 1, 116, 10000, 16, 116, 2276
11, 4, 1, 116, 15000, 2, 116, 325
11, 4, 1, 116, 15000, 4, 116, 612
11, 4, 1, 116, 15000, 8, 116, 1177
11, 4, 1, 116, 15000, 10, 116, 1482
11, 4, 1, 116, 15000, 12, 116, 1732
11, 4, 1, 116, 15000, 14, 116, 2005
11, 4, 1, 116, 15000, 16, 116, 2281
11, 4, 1, 116, 20000, 2, 116, 323
11, 4, 1, 116, 20000, 4, 116, 608
11, 4, 1, 116, 20000, 8, 116, 1176
11, 4, 1, 116, 20000, 10, 116, 1487
11, 4, 1, 116, 20000, 12, 116, 1745
11, 4, 1, 116, 20000, 14, 116, 2010
11, 4, 1, 116, 20000, 16, 116, 2277
